Instructor Name,Favorite Quote,Type of Exercise,Level of Difficulty,Music w/ Explicit Lyrics,Class Length,Health Impact,Class Name,Class Description
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,5 min,"heart rate, calories",Basics: Pyramid,Join this yoga basics class focusing on pyramid. This short class is a perfect tutorial for someone new to yoga or an experienced student seeking to enhance their practice.
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,10 min,"heart rate, calories",Basics: Malasana,Join this yoga basics class focusing on malasana. This short class is a perfect tutorial for someone new to yoga or an experienced student seeking to enhance their practice.
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,advanced,False,20 min,"heart rate, calories",Focus Flow: Hanumanasana,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on hanumanasana."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Eagle,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on eagle."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Dancer's Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on dancer's pose."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Chest Openers,"This yoga class focuses on poses that engage and open up the chest. Heart-opening poses are the perfect antidote for all those hours we spend hunched over computers, phones or handlebars."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Chelsea designed this yoga sequence to help you start your day!
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,False,15 min,"heart rate, calories",Focus Flow: Hamstrings,"This yoga class focuses on poses that engage, strengthen and/or open up the hamstrings."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,True,30 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,15 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Marichyasana 1,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on marichyasana 1."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,45 min,"heart rate, calories",Morning Yoga Flow,Chelsea designed this yoga sequence to help you start your day!
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Standing Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on standing poses."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,False,30 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Chelsea designed this yoga sequence to help you start your day!
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Sun Salutations,"This yoga class is composed primarily of multiple repeated rounds of sun salutations, the short sequence of poses typically used as a warm up for a longer class."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,20 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,15 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,30 min,"heart rate, calories",Evening Yoga Flow,Chelsea designed this yoga sequence to help you end your day on a chill note.
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,15 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,beginner,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Chelsea Jackson Roberts,I want to be someone people relate to. I’ll encourage you as I push you.,yoga,intermediate,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
